rank,candidate_id,mask_u16_hex,open_count,solid_count,density,largest_open_component,open_component_count,north_socket_bits,south_socket_bits,west_socket_bits,east_socket_bits,floor_support_bits,ceiling_gap_bits,left_wall_bits,right_wall_bits,silhouette_signature,socket_signature,mirror_family_signature,density_bucket,edge_socket_bucket,support_affordance_class,hazard_detail_eligibility,role_tags,chunk_path_allowed,score
310,VIS01_MP_44FF,0x44FF,6,10,0.6250,4,2,0xB,0x0,0xC,0xC,0xB,0xB,0x3,0x3,R4411-C2242,NB-S0-WC-EC,MF_22FF,DENSE_4_6,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,473
311,VIS01_MP_04C1,0x04C1,12,4,0.2500,12,1,0xF,0xE,0xE,0xD,0xF,0xF,0x1,0x2,R1210-C1021,NF-SE-WE-ED,MF_0238,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
312,VIS01_MP_83FC,0x83FC,7,9,0.5625,5,2,0x7,0x3,0x9,0x4,0xF,0x7,0x6,0xB,R2421-C2223,N7-S3-W9-E4,MF_1CF3,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,609
313,VIS01_MP_0FCF,0x0FCF,6,10,0.6250,4,2,0xF,0x0,0xA,0x8,0xF,0xF,0x5,0x7,R4240-C2233,NF-S0-WA-E8,MF_0F3F,DENSE_4_6,SIDES_3_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,478
314,VIS01_MP_1B8A,0x1B8A,9,7,0.4375,9,1,0xE,0x5,0x3,0x8,0xF,0xE,0xC,0x7,R2131-C2203,NE-S5-W3-E8,MF_1B8A,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
315,VIS01_MP_92E0,0x92E0,10,6,0.3750,6,2,0x6,0xF,0x7,0x5,0xF,0x6,0x8,0xA,R0312-C1212,N6-SF-W7-E5,MF_92E0,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,727
316,VIS01_MP_E468,0xE468,9,7,0.4375,7,2,0x1,0x7,0xF,0x6,0xF,0x1,0x0,0x9,R1213-C0232,N1-S7-WF-E6,MF_7261,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,821
317,VIS01_MP_EE8B,0xEE8B,6,10,0.6250,6,1,0x1,0x4,0xE,0x0,0x7,0x1,0x1,0xF,R3133-C1324,N1-S4-WE-E0,MF_771D,DENSE_4_6,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,853
318,VIS01_MP_8CDC,0x8CDC,8,8,0.5000,8,1,0x7,0x3,0xD,0x0,0x7,0x7,0x2,0xF,R2321-C1034,N7-S3-WD-E0,MF_13B3,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1058
319,VIS01_MP_AA17,0xAA17,8,8,0.5000,6,2,0x5,0x8,0xC,0x3,0xF,0x5,0x3,0xC,R3122-C2312,N5-S8-WC-E3,MF_558E,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,715
320,VIS01_MP_2034,0x2034,12,4,0.2500,10,2,0xD,0xB,0xD,0xF,0xF,0xD,0x2,0x0,R1201-C1210,ND-SB-WD-EF,MF_2034,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,LOW_DENSITY;DETAIL_ELIGIBLE,false,1115
321,VIS01_MP_0D77,0x0D77,7,9,0.5625,5,2,0xF,0x8,0x8,0xB,0xF,0xF,0x7,0x4,R3330-C3231,NF-S8-W8-EB,MF_0BEE,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,609
322,VIS01_MP_0EB3,0x0EB3,8,8,0.5000,5,2,0xF,0xC,0xC,0x9,0xF,0xF,0x3,0x6,R2330-C2312,NF-SC-WC-E9,MF_07DC,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,615
323,VIS01_MP_2A33,0x2A33,9,7,0.4375,7,2,0xD,0xC,0xC,0xB,0xD,0xD,0x3,0x4,R2221-C2401,ND-SC-WC-EB,MF_2A33,BALANCED_7_9,SIDES_4_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,816
324,VIS01_MP_5401,0x5401,12,4,0.2500,12,1,0xA,0xE,0x6,0xF,0xF,0xA,0x9,0x0,R1012-C2020,NA-SE-W6-EF,MF_5401,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
325,VIS01_MP_846E,0x846E,9,7,0.4375,7,2,0x7,0x1,0xF,0x6,0xF,0x7,0x0,0x9,R3211-C0232,N7-S1-WF-E6,MF_1267,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,821
326,VIS01_MP_810D,0x810D,11,5,0.3125,11,1,0x7,0x2,0xA,0x6,0xF,0x7,0x5,0x9,R3011-C2012,N7-S2-WA-E6,MF_180B,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
327,VIS01_MP_50F0,0x50F0,10,6,0.3750,6,2,0xA,0xF,0x5,0xD,0xF,0xA,0xA,0x2,R0402-C2121,NA-SF-W5-ED,MF_50F0,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,727
328,VIS01_MP_0AB0,0x0AB0,11,5,0.3125,11,1,0xF,0xF,0xD,0x9,0xF,0xF,0x2,0x6,R0320-C1202,NF-SF-WD-E9,MF_05D0,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;VERTICAL_THROUGH;CONNECTED_OPEN,true,1394
329,VIS01_MP_411D,0x411D,10,6,0.3750,10,1,0xB,0x2,0x8,0xE,0xF,0xB,0x7,0x1,R3111-C3021,NB-S2-W8-EE,MF_288B,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
330,VIS01_MP_99DD,0x99DD,6,10,0.6250,6,1,0x6,0x2,0x0,0x0,0x6,0x6,0xF,0xF,R3322-C4024,N6-S2-W0-E0,MF_99BB,DENSE_4_6,SIDES_2_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,823
331,VIS01_MP_C2C9,0xC2C9,9,7,0.4375,7,2,0x3,0x6,0xE,0x4,0xF,0x3,0x1,0xB,R2212-C1123,N3-S6-WE-E4,MF_3439,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,821
332,VIS01_MP_0F2A,0x0F2A,9,7,0.4375,4,3,0xF,0x5,0xB,0xA,0xF,0xF,0x4,0x5,R2140-C1312,NF-S5-WB-EA,MF_0F2A,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,521
333,VIS01_MP_8AF8,0x8AF8,8,8,0.5000,5,2,0x7,0x7,0xD,0x0,0x7,0x7,0x2,0xF,R1421-C1214,N7-S7-WD-E0,MF_15F1,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,585
334,VIS01_MP_EC22,0xEC22,9,7,0.4375,5,2,0x1,0xD,0xF,0x3,0xF,0x1,0x0,0xC,R1123-C0322,N1-SD-WF-E3,MF_7344,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,621
335,VIS01_MP_A866,0xA866,9,7,0.4375,7,2,0x5,0x9,0xF,0x3,0xF,0x5,0x0,0xC,R2212-C0322,N5-S9-WF-E3,MF_5166,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,821
336,VIS01_MP_8242,0x8242,12,4,0.2500,12,1,0x7,0xD,0xF,0x7,0xF,0x7,0x0,0x8,R1111-C0211,N7-SD-WF-E7,MF_1424,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
337,VIS01_MP_C0BB,0xC0BB,8,8,0.5000,8,1,0x3,0x4,0xC,0x4,0xF,0x3,0x3,0xB,R3302-C2213,N3-S4-WC-E4,MF_30DD,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1088
338,VIS01_MP_B082,0xB082,11,5,0.3125,11,1,0x4,0xD,0x7,0x5,0xF,0x4,0x8,0xA,R1103-C1202,N4-SD-W7-E5,MF_B082,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
339,VIS01_MP_F037,0xF037,7,9,0.5625,7,1,0x0,0x8,0x4,0x7,0xF,0x0,0xB,0x8,R3204-C3321,N0-S8-W4-E7,MF_F037,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,957
340,VIS01_MP_7313,0x7313,8,8,0.5000,8,1,0x8,0xC,0x0,0xF,0xE,0x8,0xF,0x0,R2123-C4310,N8-SC-W0-EF,MF_7313,BALANCED_7_9,SIDES_3_FULL_1,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1058
341,VIS01_MP_70D0,0x70D0,10,6,0.3750,10,1,0x8,0xF,0x5,0xD,0xF,0x8,0xA,0x2,R0303-C2121,N8-SF-W5-ED,MF_70D0,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
342,VIS01_MP_660E,0x660E,9,7,0.4375,9,1,0x9,0x1,0xF,0xE,0xF,0x9,0x0,0x1,R3022-C0331,N9-S1-WF-EE,MF_6607,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
343,VIS01_MP_EE0B,0xEE0B,7,9,0.5625,7,1,0x1,0x4,0xE,0x2,0xF,0x1,0x1,0xD,R3033-C1323,N1-S4-WE-E2,MF_770D,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,982
344,VIS01_MP_2E0E,0x2E0E,9,7,0.4375,7,2,0xD,0x1,0xF,0xA,0xF,0xD,0x0,0x5,R3031-C0322,ND-S1-WF-EA,MF_2E0E,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,821
345,VIS01_MP_F944,0xF944,8,8,0.5000,6,2,0x0,0xB,0x3,0x3,0xF,0x0,0xC,0xC,R1124-C2132,N0-SB-W3-E3,MF_F922,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,690
346,VIS01_MP_664F,0x664F,7,9,0.5625,4,2,0x9,0x0,0xE,0xE,0xB,0x9,0x1,0x1,R4122-C1341,N9-S0-WE-EE,MF_662F,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,479
347,VIS01_MP_FDC1,0xFDC1,6,10,0.6250,6,1,0x0,0xE,0x2,0x1,0xF,0x0,0xD,0xE,R1234-C3133,N0-SE-W2-E1,MF_FB38,DENSE_4_6,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,858
348,VIS01_MP_A0DD,0xA0DD,8,8,0.5000,8,1,0x5,0x2,0xC,0x4,0xF,0x5,0x3,0xB,R3302-C2123,N5-S2-WC-E4,MF_50BB,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1088
349,VIS01_MP_7227,0x7227,8,8,0.5000,6,2,0x8,0x8,0x6,0xF,0xD,0x8,0x9,0x0,R3113-C2420,N8-S8-W6-EF,MF_7227,BALANCED_7_9,SIDES_4_FULL_1,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,710
350,VIS01_MP_A227,0xA227,9,7,0.4375,6,2,0x5,0x8,0xE,0x7,0xD,0x5,0x1,0x8,R3112-C1411,N5-S8-WE-E7,MF_544E,BALANCED_7_9,SIDES_4_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,716
351,VIS01_MP_0644,0x0644,12,4,0.2500,12,1,0xF,0xB,0xF,0xF,0xF,0xF,0x0,0x0,R1120-C0130,NF-SB-WF-EF,MF_0622,LIGHT_10_12,SIDES_4_FULL_3,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;HORIZONTAL_THROUGH;CONNECTED_OPEN;LOW_DENSITY,true,1488
352,VIS01_MP_99F0,0x99F0,8,8,0.5000,4,2,0x6,0xF,0x1,0x1,0xF,0x6,0xE,0xE,R0422-C3113,N6-SF-W1-E1,MF_99F0,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,515
353,VIS01_MP_62AF,0x62AF,7,9,0.5625,4,2,0x9,0x0,0xE,0xC,0xD,0x9,0x1,0x3,R4212-C1422,N9-S0-WE-EC,MF_62AF,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,479
354,VIS01_MP_2810,0x2810,13,3,0.1875,13,1,0xD,0xF,0xD,0xB,0xF,0xD,0x2,0x4,R0111-C1101,ND-SF-WD-EB,MF_2810,QUIET_13_16,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1582
355,VIS01_MP_171C,0x171C,9,7,0.4375,9,1,0xE,0x3,0x1,0xE,0xF,0xE,0xE,0x1,R2131-C3121,NE-S3-W1-EE,MF_171C,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
356,VIS01_MP_F288,0xF288,9,7,0.4375,9,1,0x0,0x7,0x7,0x4,0xF,0x0,0x8,0xB,R1114-C1213,N0-S7-W7-E4,MF_F288,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1169
357,VIS01_MP_8173,0x8173,9,7,0.4375,9,1,0x7,0xC,0x8,0x7,0xF,0x7,0x7,0x8,R2311-C3211,N7-SC-W8-E7,MF_18EC,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
358,VIS01_MP_408C,0x408C,12,4,0.2500,12,1,0xB,0x3,0xF,0xC,0xF,0xB,0x0,0x3,R2101-C0022,NB-S3-WF-EC,MF_2013,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
359,VIS01_MP_1ECC,0x1ECC,8,8,0.5000,5,2,0xE,0x3,0x7,0x8,0xF,0xE,0x8,0x7,R2231-C1133,NE-S3-W7-E8,MF_1ECC,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,615
360,VIS01_MP_3C19,0x3C19,9,7,0.4375,7,2,0xC,0x6,0x4,0xA,0xF,0xC,0xB,0x5,R2122-C3112,NC-S6-W4-EA,MF_3C19,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,821
361,VIS01_MP_9CE0,0x9CE0,9,7,0.4375,9,1,0x6,0xF,0x7,0x1,0xF,0x6,0x8,0xE,R0322-C1123,N6-SF-W7-E1,MF_9370,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
362,VIS01_MP_460B,0x460B,10,6,0.3750,10,1,0xB,0x4,0xE,0xE,0xF,0xB,0x1,0x1,R3021-C1221,NB-S4-WE-EE,MF_260D,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
363,VIS01_MP_746C,0x746C,8,8,0.5000,5,2,0x8,0x3,0x7,0xE,0xB,0x8,0x8,0x1,R2213-C1241,N8-S3-W7-EE,MF_746C,BALANCED_7_9,SIDES_4_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,610
364,VIS01_MP_E06E,0xE06E,8,8,0.5000,8,1,0x1,0x1,0xF,0x6,0xF,0x1,0x0,0x9,R3203-C0332,N1-S1-WF-E6,MF_7067,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1088
365,VIS01_MP_41C8,0x41C8,11,5,0.3125,11,1,0xB,0x7,0xB,0xC,0xF,0xB,0x4,0x3,R1211-C1022,NB-S7-WB-EC,MF_2831,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
366,VIS01_MP_6044,0x6044,12,4,0.2500,12,1,0x9,0xB,0xF,0xF,0xF,0x9,0x0,0x0,R1102-C0130,N9-SB-WF-EF,MF_6022,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;HORIZONTAL_THROUGH;CONNECTED_OPEN;LOW_DENSITY,true,1488
367,VIS01_MP_DC0E,0xDC0E,8,8,0.5000,8,1,0x2,0x1,0x7,0x2,0xF,0x2,0x8,0xD,R3023-C1133,N2-S1-W7-E2,MF_B307,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1088
368,VIS01_MP_CCE9,0xCCE9,7,9,0.5625,5,2,0x3,0x6,0xE,0x0,0x7,0x3,0x1,0xF,R2322-C1134,N3-S6-WE-E0,MF_3379,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,579
369,VIS01_MP_E673,0xE673,6,10,0.6250,4,2,0x1,0xC,0xC,0x7,0xD,0x1,0x3,0x8,R2323-C2431,N1-SC-WC-E7,MF_76EC,DENSE_4_6,SIDES_4_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,498
370,VIS01_MP_768C,0x768C,8,8,0.5000,6,2,0x8,0x3,0x7,0xC,0xF,0x8,0x8,0x3,R2123-C1232,N8-S3-W7-EC,MF_768C,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,715
371,VIS01_MP_F91C,0xF91C,7,9,0.5625,7,1,0x0,0x3,0x1,0x2,0xF,0x0,0xE,0xD,R2124-C3123,N0-S3-W1-E2,MF_F91C,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,957
372,VIS01_MP_5501,0x5501,11,5,0.3125,11,1,0xA,0xE,0x2,0xF,0xF,0xA,0xD,0x0,R1022-C3020,NA-SE-W2-EF,MF_5501,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
373,VIS01_MP_1013,0x1013,12,4,0.2500,12,1,0xE,0xC,0x4,0xF,0xF,0xE,0xB,0x0,R2101-C3100,NE-SC-W4-EF,MF_1013,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
374,VIS01_MP_9200,0x9200,13,3,0.1875,13,1,0x6,0xF,0x7,0x7,0xF,0x6,0x8,0x8,R0012-C1101,N6-SF-W7-E7,MF_9200,QUIET_13_16,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1582
375,VIS01_MP_BA8A,0xBA8A,8,8,0.5000,8,1,0x4,0x5,0x7,0x0,0x7,0x4,0x8,0xF,R2123-C1304,N4-S5-W7-E0,MF_BA8A,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1058
376,VIS01_MP_7389,0x7389,8,8,0.5000,8,1,0x8,0x6,0x2,0xC,0xF,0x8,0xD,0x3,R2123-C3212,N8-S6-W2-EC,MF_7389,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1088
377,VIS01_MP_10D1,0x10D1,11,5,0.3125,11,1,0xE,0xE,0x4,0xD,0xF,0xE,0xB,0x2,R1301-C3011,NE-SE-W4-ED,MF_10D1,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
378,VIS01_MP_8A2C,0x8A2C,10,6,0.3750,10,1,0x7,0x3,0xF,0x2,0xF,0x7,0x0,0xD,R2121-C0213,N7-S3-WF-E2,MF_1543,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
379,VIS01_MP_8F51,0x8F51,8,8,0.5000,5,2,0x7,0xE,0x8,0x3,0xF,0x7,0x7,0xC,R1241-C3122,N7-SE-W8-E3,MF_1FA8,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,615
380,VIS01_MP_FF15,0xFF15,5,11,0.6875,5,1,0x0,0xA,0x0,0x3,0xE,0x0,0xF,0xC,R2144-C4232,N0-SA-W0-E3,MF_FF15,DENSE_4_6,SIDES_2_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,722
381,VIS01_MP_F430,0xF430,9,7,0.4375,7,2,0x0,0xF,0x5,0x7,0xF,0x0,0xA,0x8,R0214-C2221,N0-SF-W5-E7,MF_F2C0,BALANCED_7_9,SIDES_3_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,796
382,VIS01_MP_FA0F,0xFA0F,6,10,0.6250,6,1,0x0,0x0,0x6,0x2,0xF,0x0,0x9,0xD,R4024-C2323,N0-S0-W6-E2,MF_F50F,DENSE_4_6,SIDES_2_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,833
383,VIS01_MP_C460,0xC460,11,5,0.3125,11,1,0x3,0xF,0xF,0x7,0xF,0x3,0x0,0x8,R0212-C0131,N3-SF-WF-E7,MF_3260,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
384,VIS01_MP_9D90,0x9D90,9,7,0.4375,9,1,0x6,0xF,0x1,0x1,0xF,0x6,0xE,0xE,R0232-C3013,N6-SF-W1-E1,MF_9B90,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
385,VIS01_MP_001B,0x001B,12,4,0.2500,12,1,0xF,0x4,0xC,0xE,0xF,0xF,0x3,0x1,R3100-C2101,NF-S4-WC-EE,MF_001B,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
386,VIS01_MP_47D1,0x47D1,8,8,0.5000,4,3,0xB,0xE,0x8,0xD,0xF,0xB,0x7,0x2,R1331-C3131,NB-SE-W8-ED,MF_2EB8,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,515
387,VIS01_MP_3FA0,0x3FA0,8,8,0.5000,6,2,0xC,0xF,0x3,0x9,0xF,0xC,0xC,0x6,R0242-C2312,NC-SF-W3-E9,MF_3FA0,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,715
388,VIS01_MP_A057,0xA057,9,7,0.4375,9,1,0x5,0x8,0xC,0x7,0xF,0x5,0x3,0x8,R3202-C2221,N5-S8-WC-E7,MF_50AE,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
389,VIS01_MP_9807,0x9807,10,6,0.3750,10,1,0x6,0x8,0x6,0x3,0xF,0x6,0x9,0xC,R3012-C2112,N6-S8-W6-E3,MF_910E,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
